  1  2  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  3  3  3  3  3  3  1  3  3  1  1  1  1  1  1  1  3  3  3  3  3  3  1  1  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1
  1  2  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  3  3  3  3  3  1  1  1  3  1  1  1  1  1  1  1  1  1  1  1  3  3  1  1  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1
  1  2  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  1  1  1  1  1  1  3  1  1  1  3  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1
  1  2  1  1  1  3  3  3  3  3  3  3  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  1  1  1  3  3  3  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1
  1  2  1  1  1  1  3  3  3  3  3  3  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  1  3  1  1  1  1  3  1  3  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  3  3  1  1  1  3  3  3  3  3  3  3  3  3  3  3  1  3  3  1  1
  1  2  1  1  1  1  3  3  3  3  3  3  1  1  3  3  3  3  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  3  1  1  1  1  3  3  3  3  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1
  1  2  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  3  3  3  3  3  3  3  3  3  1  1  3  1  1  1  1  1  1  1  1  3  3  3  1  1  1  3  3  3  1  1  1  3  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  9  9  9  9  1  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3
  1  2  1  1  1  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  1  1  1  3  3  3  1  1  1  3  3  3  3  3  3  3  1  1  3  3  3  3  3  3  3  3  3  3  3  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  9  9  9  9  9  9  9 10  1  1  1  1  3  3  3  3  3  3  3  3  1  1  3  3  3  3  3  3  3
  1  2  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  3  1  1  1  3  3  3  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  3  1  1  1  3  3  3  3  3  3  3  3  9  9  9  9  9  9  9  9 10 10 10  1  3  3  3  3  3  3  3  3  3  1  1  1  3  3  3  3  3  3
  1  2  3  3  3  3  3  1  1  3  1  1  3  3  3  3  3  1  1  1  1  1  3  3  3  3  3  3  3  3  1  1  1  1  1  1  3  3  3  3  3  1  3  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  3  3  3  3  3  3  3  9  9  9  9 14 14 14 15  9 10 10 10 10 10 10 10 10 11 11 11  1  1  1  1  1  1  1  3  3  3  3
  1  2  3  3  3  3  3  1  1  1  1  1  3  3  3  3  3  1  1  3  1  1  3  3  3  3  3  3  3  3  3  3  1  1  1  1  3  3  3  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  3  3  3  3  3  3  3  9  9  9 14 14 14 14 15 15 15 10 10 10 10 10 10 10 11 11 11 11  1  1  1  1  1  1  3  3  3  3
  1  2  3  3  3  3  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  3  3  3  3  3  3  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  3  3  3  3  3  3  3  8  8  9 14 14 14 14 14 15 15 15 15 10 10 15 15 15 16 11 11 11 11 11  1  1  1  1  3  3  3  3  3
  1  2  3  3  3  3  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  1  3  3  3  3  3  3  8  8  8 14 14 14 20 20 20 21 15 15 15 15 15 15 15 16 16 16 11 11 11  1  1  1  1  3  3  3  3  3
  1  2  3  3  3  3  3  3  1  1  1  1  3  3  3  3  3  3  3  3  3  3  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  3  3  3  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  1  1  3  3  3  3  3  8  8  8 14 14 20 20 20 20 21 21 15 15 15 15 15 16 16 16 16 11 11 11  1  1  1  1  3  3  3  3  3
  1  2  3  3  3  3  3  3  1  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  3  1  1  1  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  3  1  1  3  3  1  1  3  3  3  1  1  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  3  1  1  1  3  3  3  3  8  8  8 14 14 14 20 20 20 20 21 21 21 21 21 21 21 21 21 16 16 16 11 11  3  3  1  1  3  3  3  3  3
  1  2  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  3  3  3  3  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  3  1  1  1  1  1  1  3  3  3  1  1  1  1  1  1  3  3  3  3  3  3  3  3  1  1  1  3  3  3  3  3  3  3  3  8  8  8 14 14 14 20 20 20 24 24 24 21 21 21 21 21 21 21 16 16 16 11 11  3  3  3  3  3  3  3  3  3
  1  2  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  3  3  3  1  1  1  1  1  1  1  3  3  3  1  3  3  3  3  3  3  3  3  3  3  1  1  3  3  1  1  1  1  1  1  1  3  1  1  1  1  1  1  3  3  3  3  3  3  3  3  1  1  3  3  3  1  1  3  3  3  8  8  8  8 14 14 14 20 20 24 24 24 24 21 21 25 25 25 21 21 16 16 16 11 11  3  3  3  3  3  3  3  3  3
  1  2  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  3  3  1  1  1  1  1  1  1  1  1  3  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  3  8  8  8  8 13 14 14 14 20 20 24 24 24 24 24 24 25 25 25 21 22 16 16 11 11 11  3  3  3  3  3  3  3  3  3
  1  2  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  3  1  1  1  1  1  1  1  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  3  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  7  8  8  8 13 13 13 20 20 20 20 24 24 24 24 24 25 25 25 25 22 22 16 16 12 12 12  3  3  3  3  3  3  3  3  3
  1  2  3  3  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  3  3  3  1  1  1  1  1  1  3  3  3  1  1  3  1  1  3  3  3  1  1  1  1  1  7  7  7 13 13 13 20 20 20 20 24 24 24 24 24 25 25 25 25 22 22 16 16 16 12 12 12  3  3  3  3  3  3  3  3  3
  0  2  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  3  1  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  3  3  3  1  1  3  3  1  1  3  3  3  1  1  1  1  1  3  3  3  1  1  1  1  7  7  7 13 13 13 19 20 20 24 24 24 27 26 26 26 26 25 25 22 22 22 16 16 16 12 12 12  3  3  3  3  3  3  3  3  3
  1  2  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  1  1  1  1  1  3  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  3  3  3  3  3  3  3  3  1  1  1  1  1  3  3  3  3  1  1  7  7  7 13 13 13 19 19 19 24 24 24 24 24 25 25 25 25 25 25 22 22 22 17 17 17 12 12 12  3  3  3  3  3  3  3  3
  1  2  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  1  3  3  3  3  1  1  7  7  7 13 13 13 19 19 19 24 24 24 23 25 23 25 25 25 25 25 25 22 22 22 17 17 12 12 12  3  3  3  3  3  3  3  3
